Report Name : Responce  Time,,,
Name : Application performance Response Time,,,
Time Span: From 15 Sep  2024 12:00:00 AM To 14 Oct  2024 11:59:59 PM,,,
Monitor,Type,RTT (ms),Event Time
PAM - Privelage Access Management ( https://172.16.4.242 ),HTTP/HTTPS URL,735,"14 Oct, 2024 11:16:36 PM"
Contact Center ( https://172.16.4.180/ccmadmin/showHome.do ),HTTP/HTTPS URL,145,"14 Oct, 2024 11:15:56 PM"
VMS Application ( https://172.16.0.25/#!/ ),HTTP/HTTPS URL,133,"14 Oct, 2024 11:15:36 PM"
ANPR Application ( http://172.16.0.28:8080/ANPR/login - 172.16.0.28 ),HTTP/HTTPS URL,230,"14 Oct, 2024 11:15:26 PM"
ICCC-APPLICATION ( http://172.16.1.15:8090/XStudioo/Login - 172.16.1.15 ),HTTP/HTTPS URL,894,"14 Oct, 2024 11:15:06 PM"
SIEM ( https://172.16.1.200/login ),HTTP/HTTPS URL,184,"14 Oct, 2024 11:14:56 PM"
VCenter ( https://172.16.4.100/ui ),HTTP/HTTPS URL,20,"14 Oct, 2024 11:14:46 PM"
iBMS Application ( http://172.16.3.12/SecurityView/Login.aspx ),HTTP/HTTPS URL,385,"14 Oct, 2024 11:14:46 PM"
TES Application ( http://172.16.0.29:8080/eTmcsWeb/Home ),HTTP/HTTPS URL,480,"14 Oct, 2024 11:14:36 PM"
ATCS Application ( http://172.16.0.11/gui/html/ - 172.16.0.11 ),HTTP/HTTPS URL,134,"14 Oct, 2024 11:14:26 PM"
Smart pole Application ( http://172.16.0.209:8000/login ),HTTP/HTTPS URL,26,"14 Oct, 2024 11:14:06 PM"
ISE-NAC ( https://172.16.4.120/admin/login.jsp ),HTTP/HTTPS URL,1418,"14 Oct, 2024 11:11:47 PM"
PAM - Privelage Access Management ( https://172.16.4.242 ),HTTP/HTTPS URL,997,"14 Oct, 2024 11:11:36 PM"
Contact Center ( https://172.16.4.180/ccmadmin/showHome.do ),HTTP/HTTPS URL,136,"14 Oct, 2024 11:10:56 PM"
VMS Application ( https://172.16.0.25/#!/ ),HTTP/HTTPS URL,101,"14 Oct, 2024 11:10:36 PM"
ANPR Application ( http://172.16.0.28:8080/ANPR/login - 172.16.0.28 ),HTTP/HTTPS URL,308,"14 Oct, 2024 11:10:26 PM"
ICCC-APPLICATION ( http://172.16.1.15:8090/XStudioo/Login - 172.16.1.15 ),HTTP/HTTPS URL,659,"14 Oct, 2024 11:10:06 PM"
SIEM ( https://172.16.1.200/login ),HTTP/HTTPS URL,177,"14 Oct, 2024 11:09:56 PM"
iBMS Application ( http://172.16.3.12/SecurityView/Login.aspx ),HTTP/HTTPS URL,573,"14 Oct, 2024 11:09:46 PM"
VCenter ( https://172.16.4.100/ui ),HTTP/HTTPS URL,34,"14 Oct, 2024 11:09:46 PM"
TES Application ( http://172.16.0.29:8080/eTmcsWeb/Home ),HTTP/HTTPS URL,365,"14 Oct, 2024 11:09:36 PM"
ATCS Application ( http://172.16.0.11/gui/html/ - 172.16.0.11 ),HTTP/HTTPS URL,153,"14 Oct, 2024 11:09:26 PM"
Smart pole Application ( http://172.16.0.209:8000/login ),HTTP/HTTPS URL,10,"14 Oct, 2024 11:09:06 PM"
ISE-NAC ( https://172.16.4.120/admin/login.jsp ),HTTP/HTTPS URL,3046,"14 Oct, 2024 11:06:47 PM"
PAM - Privelage Access Management ( https://172.16.4.242 ),HTTP/HTTPS URL,682,"14 Oct, 2024 11:06:36 PM"
Contact Center ( https://172.16.4.180/ccmadmin/showHome.do ),HTTP/HTTPS URL,127,"14 Oct, 2024 11:05:56 PM"
VMS Application ( https://172.16.0.25/#!/ ),HTTP/HTTPS URL,127,"14 Oct, 2024 11:05:36 PM"
ANPR Application ( http://172.16.0.28:8080/ANPR/login - 172.16.0.28 ),HTTP/HTTPS URL,224,"14 Oct, 2024 11:05:26 PM"
ICCC-APPLICATION ( http://172.16.1.15:8090/XStudioo/Login - 172.16.1.15 ),HTTP/HTTPS URL,633,"14 Oct, 2024 11:05:06 PM"
SIEM ( https://172.16.1.200/login ),HTTP/HTTPS URL,137,"14 Oct, 2024 11:04:56 PM"
iBMS Application ( http://172.16.3.12/SecurityView/Login.aspx ),HTTP/HTTPS URL,456,"14 Oct, 2024 11:04:46 PM"
VCenter ( https://172.16.4.100/ui ),HTTP/HTTPS URL,25,"14 Oct, 2024 11:04:46 PM"
TES Application ( http://172.16.0.29:8080/eTmcsWeb/Home ),HTTP/HTTPS URL,388,"14 Oct, 2024 11:04:36 PM"
ATCS Application ( http://172.16.0.11/gui/html/ - 172.16.0.11 ),HTTP/HTTPS URL,320,"14 Oct, 2024 11:04:26 PM"
Smart pole Application ( http://172.16.0.209:8000/login ),HTTP/HTTPS URL,23,"14 Oct, 2024 11:04:06 PM"
ISE-NAC ( https://172.16.4.120/admin/login.jsp ),HTTP/HTTPS URL,2570,"14 Oct, 2024 11:01:47 PM"
PAM - Privelage Access Management ( https://172.16.4.242 ),HTTP/HTTPS URL,797,"14 Oct, 2024 11:01:40 PM"
Contact Center ( https://172.16.4.180/ccmadmin/showHome.do ),HTTP/HTTPS URL,137,"14 Oct, 2024 11:00:56 PM"
VMS Application ( https://172.16.0.25/#!/ ),HTTP/HTTPS URL,111,"14 Oct, 2024 11:00:36 PM"
ANPR Application ( http://172.16.0.28:8080/ANPR/login - 172.16.0.28 ),HTTP/HTTPS URL,218,"14 Oct, 2024 11:00:26 PM"
ICCC-APPLICATION ( http://172.16.1.15:8090/XStudioo/Login - 172.16.1.15 ),HTTP/HTTPS URL,643,"14 Oct, 2024 11:00:06 PM"
SIEM ( https://172.16.1.200/login ),HTTP/HTTPS URL,185,"14 Oct, 2024 10:59:56 PM"
iBMS Application ( http://172.16.3.12/SecurityView/Login.aspx ),HTTP/HTTPS URL,299,"14 Oct, 2024 10:59:46 PM"
VCenter ( https://172.16.4.100/ui ),HTTP/HTTPS URL,44,"14 Oct, 2024 10:59:46 PM"
TES Application ( http://172.16.0.29:8080/eTmcsWeb/Home ),HTTP/HTTPS URL,578,"14 Oct, 2024 10:59:36 PM"
ATCS Application ( http://172.16.0.11/gui/html/ - 172.16.0.11 ),HTTP/HTTPS URL,425,"14 Oct, 2024 10:59:26 PM"
Smart pole Application ( http://172.16.0.209:8000/login ),HTTP/HTTPS URL,23,"14 Oct, 2024 10:59:06 PM"
ISE-NAC ( https://172.16.4.120/admin/login.jsp ),HTTP/HTTPS URL,2782,"14 Oct, 2024 10:56:47 PM"
PAM - Privelage Access Management ( https://172.16.4.242 ),HTTP/HTTPS URL,866,"14 Oct, 2024 10:56:36 PM"
Contact Center ( https://172.16.4.180/ccmadmin/showHome.do ),HTTP/HTTPS URL,129,"14 Oct, 2024 10:55:56 PM"
VMS Application ( https://172.16.0.25/#!/ ),HTTP/HTTPS URL,127,"14 Oct, 2024 10:55:36 PM"
ANPR Application ( http://172.16.0.28:8080/ANPR/login - 172.16.0.28 ),HTTP/HTTPS URL,269,"14 Oct, 2024 10:55:26 PM"
ICCC-APPLICATION ( http://172.16.1.15:8090/XStudioo/Login - 172.16.1.15 ),HTTP/HTTPS URL,658,"14 Oct, 2024 10:55:06 PM"
SIEM ( https://172.16.1.200/login ),HTTP/HTTPS URL,281,"14 Oct, 2024 10:54:56 PM"
VCenter ( https://172.16.4.100/ui ),HTTP/HTTPS URL,26,"14 Oct, 2024 10:54:46 PM"
iBMS Application ( http://172.16.3.12/SecurityView/Login.aspx ),HTTP/HTTPS URL,377,"14 Oct, 2024 10:54:46 PM"
TES Application ( http://172.16.0.29:8080/eTmcsWeb/Home ),HTTP/HTTPS URL,428,"14 Oct, 2024 10:54:36 PM"
ATCS Application ( http://172.16.0.11/gui/html/ - 172.16.0.11 ),HTTP/HTTPS URL,131,"14 Oct, 2024 10:54:26 PM"
Smart pole Application ( http://172.16.0.209:8000/login ),HTTP/HTTPS URL,12,"14 Oct, 2024 10:54:06 PM"
ISE-NAC ( https://172.16.4.120/admin/login.jsp ),HTTP/HTTPS URL,2512,"14 Oct, 2024 10:51:47 PM"
PAM - Privelage Access Management ( https://172.16.4.242 ),HTTP/HTTPS URL,1799,"14 Oct, 2024 10:51:36 PM"
Contact Center ( https://172.16.4.180/ccmadmin/showHome.do ),HTTP/HTTPS URL,223,"14 Oct, 2024 10:50:56 PM"
VMS Application ( https://172.16.0.25/#!/ ),HTTP/HTTPS URL,147,"14 Oct, 2024 10:50:36 PM"
ANPR Application ( http://172.16.0.28:8080/ANPR/login - 172.16.0.28 ),HTTP/HTTPS URL,159,"14 Oct, 2024 10:50:26 PM"
ICCC-APPLICATION ( http://172.16.1.15:8090/XStudioo/Login - 172.16.1.15 ),HTTP/HTTPS URL,617,"14 Oct, 2024 10:50:06 PM"
SIEM ( https://172.16.1.200/login ),HTTP/HTTPS URL,211,"14 Oct, 2024 10:49:56 PM"
VCenter ( https://172.16.4.100/ui ),HTTP/HTTPS URL,17,"14 Oct, 2024 10:49:46 PM"
iBMS Application ( http://172.16.3.12/SecurityView/Login.aspx ),HTTP/HTTPS URL,363,"14 Oct, 2024 10:49:46 PM"
TES Application ( http://172.16.0.29:8080/eTmcsWeb/Home ),HTTP/HTTPS URL,359,"14 Oct, 2024 10:49:36 PM"
ATCS Application ( http://172.16.0.11/gui/html/ - 172.16.0.11 ),HTTP/HTTPS URL,294,"14 Oct, 2024 10:49:26 PM"
Smart pole Application ( http://172.16.0.209:8000/login ),HTTP/HTTPS URL,9,"14 Oct, 2024 10:49:06 PM"
ISE-NAC ( https://172.16.4.120/admin/login.jsp ),HTTP/HTTPS URL,2641,"14 Oct, 2024 10:46:47 PM"
PAM - Privelage Access Management ( https://172.16.4.242 ),HTTP/HTTPS URL,2642,"14 Oct, 2024 10:46:36 PM"
Contact Center ( https://172.16.4.180/ccmadmin/showHome.do ),HTTP/HTTPS URL,127,"14 Oct, 2024 10:45:56 PM"
VMS Application ( https://172.16.0.25/#!/ ),HTTP/HTTPS URL,111,"14 Oct, 2024 10:45:36 PM"
ANPR Application ( http://172.16.0.28:8080/ANPR/login - 172.16.0.28 ),HTTP/HTTPS URL,226,"14 Oct, 2024 10:45:26 PM"
ICCC-APPLICATION ( http://172.16.1.15:8090/XStudioo/Login - 172.16.1.15 ),HTTP/HTTPS URL,692,"14 Oct, 2024 10:45:06 PM"
SIEM ( https://172.16.1.200/login ),HTTP/HTTPS URL,177,"14 Oct, 2024 10:44:56 PM"
VCenter ( https://172.16.4.100/ui ),HTTP/HTTPS URL,27,"14 Oct, 2024 10:44:46 PM"
iBMS Application ( http://172.16.3.12/SecurityView/Login.aspx ),HTTP/HTTPS URL,162,"14 Oct, 2024 10:44:46 PM"
TES Application ( http://172.16.0.29:8080/eTmcsWeb/Home ),HTTP/HTTPS URL,305,"14 Oct, 2024 10:44:36 PM"
ATCS Application ( http://172.16.0.11/gui/html/ - 172.16.0.11 ),HTTP/HTTPS URL,240,"14 Oct, 2024 10:44:26 PM"
Smart pole Application ( http://172.16.0.209:8000/login ),HTTP/HTTPS URL,35,"14 Oct, 2024 10:44:06 PM"
ISE-NAC ( https://172.16.4.120/admin/login.jsp ),HTTP/HTTPS URL,1542,"14 Oct, 2024 10:41:47 PM"
PAM - Privelage Access Management ( https://172.16.4.242 ),HTTP/HTTPS URL,712,"14 Oct, 2024 10:41:36 PM"
Contact Center ( https://172.16.4.180/ccmadmin/showHome.do ),HTTP/HTTPS URL,194,"14 Oct, 2024 10:40:56 PM"
VMS Application ( https://172.16.0.25/#!/ ),HTTP/HTTPS URL,117,"14 Oct, 2024 10:40:36 PM"
ANPR Application ( http://172.16.0.28:8080/ANPR/login - 172.16.0.28 ),HTTP/HTTPS URL,263,"14 Oct, 2024 10:40:26 PM"
ICCC-APPLICATION ( http://172.16.1.15:8090/XStudioo/Login - 172.16.1.15 ),HTTP/HTTPS URL,7242,"14 Oct, 2024 10:40:08 PM"
SIEM ( https://172.16.1.200/login ),HTTP/HTTPS URL,172,"14 Oct, 2024 10:39:56 PM"
iBMS Application ( http://172.16.3.12/SecurityView/Login.aspx ),HTTP/HTTPS URL,430,"14 Oct, 2024 10:39:46 PM"
VCenter ( https://172.16.4.100/ui ),HTTP/HTTPS URL,26,"14 Oct, 2024 10:39:46 PM"
TES Application ( http://172.16.0.29:8080/eTmcsWeb/Home ),HTTP/HTTPS URL,739,"14 Oct, 2024 10:39:36 PM"
ATCS Application ( http://172.16.0.11/gui/html/ - 172.16.0.11 ),HTTP/HTTPS URL,386,"14 Oct, 2024 10:39:26 PM"
Smart pole Application ( http://172.16.0.209:8000/login ),HTTP/HTTPS URL,10,"14 Oct, 2024 10:39:06 PM"
ISE-NAC ( https://172.16.4.120/admin/login.jsp ),HTTP/HTTPS URL,2469,"14 Oct, 2024 10:36:47 PM"
PAM - Privelage Access Management ( https://172.16.4.242 ),HTTP/HTTPS URL,1174,"14 Oct, 2024 10:36:36 PM"
Contact Center ( https://172.16.4.180/ccmadmin/showHome.do ),HTTP/HTTPS URL,141,"14 Oct, 2024 10:35:56 PM"
VMS Application ( https://172.16.0.25/#!/ ),HTTP/HTTPS URL,131,"14 Oct, 2024 10:35:36 PM"
ANPR Application ( http://172.16.0.28:8080/ANPR/login - 172.16.0.28 ),HTTP/HTTPS URL,245,"14 Oct, 2024 10:35:26 PM"
ICCC-APPLICATION ( http://172.16.1.15:8090/XStudioo/Login - 172.16.1.15 ),HTTP/HTTPS URL,993,"14 Oct, 2024 10:35:07 PM"
SIEM ( https://172.16.1.200/login ),HTTP/HTTPS URL,174,"14 Oct, 2024 10:34:56 PM"
iBMS Application ( http://172.16.3.12/SecurityView/Login.aspx ),HTTP/HTTPS URL,311,"14 Oct, 2024 10:34:46 PM"
VCenter ( https://172.16.4.100/ui ),HTTP/HTTPS URL,45,"14 Oct, 2024 10:34:46 PM"
TES Application ( http://172.16.0.29:8080/eTmcsWeb/Home ),HTTP/HTTPS URL,206,"14 Oct, 2024 10:34:36 PM"
ATCS Application ( http://172.16.0.11/gui/html/ - 172.16.0.11 ),HTTP/HTTPS URL,231,"14 Oct, 2024 10:34:26 PM"
